symbol,name,exchange
278650.KQ,HLB바이오스텝,코스닥
308170.KS,씨티알모빌리티,유가
321550.KQ,티움바이오,코스닥
297090.KQ,씨에스베어링,코스닥
103840.KQ,우양,코스닥
190650.KQ,코리아에셋투자증권,코스닥
322000.KS,HD현대에너지솔루션,유가
306040.KQ,에스제이그룹,코스닥
216080.KQ,제테마,코스닥
272210.KS,한화시스템,유가
214260.KQ,라파스,코스닥
084850.KQ,아이티엠반도체,코스닥
333430.KQ,일승,코스닥
317400.KS,자이에스앤디,유가
279600.KQ,미디어젠,코스닥
322180.KQ,LS티라유텍,코스닥
333050.KQ,이노테나,코스닥
330590.KS,롯데리츠,유가
013890.KS,지누스,유가
331520.KQ,밸로프,코스닥
317530.KQ,에피소드컴퍼니,코스닥
331660.KS,한국미라클피플사,코넥스
272110.KQ,케이엔제이,코스닥
317870.KQ,엔바이오니아,코스닥
318010.KQ,팜스빌,코스닥
336260.KS,두산퓨얼셀,유가
300120.KQ,라온피플,코스닥
336370.KS,솔루스첨단소재,유가
036420.KS,콘텐트리중앙,유가
158430.KQ,아톤,코스닥
234690.KQ,녹십자웰빙,코스닥
332290.KQ,누보,코스닥
331380.KQ,포커스에이아이,코스닥
093510.KS,엔지브이아이,코넥스
244460.KQ,올리패스,코스닥
317120.KQ,라닉스,코스닥
320000.KQ,한울반도체,코스닥
256150.KQ,한독크린텍,코스닥
149300.KS,아퓨어스,코넥스
311390.KQ,네오크레마,코스닥
195500.KQ,마니커에프앤지,코스닥
328380.KQ,솔트웨어,코스닥
286750.KQ,나노실리칸첨단소재,코스닥
317830.KQ,에스피시스템스,코스닥
228670.KQ,레이,코스닥
186230.KQ,그린플러스,코스닥
282880.KQ,코윈테크,코스닥
317330.KQ,덕산테코피아,코스닥
318000.KQ,KBG,코스닥
317770.KQ,엑스페릭스,코스닥
148150.KQ,세경하이테크,코스닥
313760.KQ,캐리,코스닥
317850.KQ,대모,코스닥
241840.KQ,에이스토리,코스닥
300080.KQ,플리토,코스닥
234340.KQ,헥토파이낸셜,코스닥
289010.KQ,아이스크림에듀,코스닥
327610.KS,펨토바이오메드,코넥스
251970.KQ,펌텍코리아,코스닥
312610.KQ,에이에프더블류,코스닥
323280.KQ,태성,코스닥
293780.KQ,압타바이오,코스닥
308100.KQ,형지글로벌,코스닥
305090.KQ,마이크로디지탈,코스닥
322780.KQ,코퍼스코리아,코스닥
321260.KQ,프로이천,코스닥
003670.KS,포스코퓨처엠,유가
253840.KQ,수젠텍,코스닥
307930.KQ,컴퍼니케이,코스닥
319660.KQ,피에스케이,코스닥
319400.KQ,현대무벡스,코스닥
317240.KQ,TS트릴리온,코스닥
279060.KS,이노벡스,코넥스
125210.KQ,아모그린텍,코스닥
307950.KS,현대오토에버,유가
228760.KQ,지노믹트리,코스닥
099750.KQ,이지케어텍,코스닥
100790.KQ,미래에셋벤처투자,코스닥
192650.KS,드림텍,유가
192080.KS,더블유게임즈,유가
247540.KQ,에코프로비엠,코스닥
299660.KQ,셀리드,코스닥
316140.KS,우리금융지주,유가
278280.KQ,천보,코스닥
246960.KQ,SCL사이언스,코스닥
104620.KQ,노랑풍선,코스닥
053580.KQ,웹케시,코스닥
311060.KS,엘에이티,코넥스
298690.KS,에어부산,유가
238200.KQ,비피도,코스닥
263050.KQ,유틸렉스,코스닥
290550.KQ,디케이티,코스닥
307180.KQ,아이엘,코스닥
310200.KQ,애니플러스,코스닥
310870.KQ,디와이씨,코스닥
299900.KQ,위지윅스튜디오,코스닥
309930.KQ,조이웍스앤코,코스닥
307750.KQ,국전,코스닥
298380.KQ,에이비엘바이오,코스닥
100590.KQ,머큐리,코스닥
110020.KQ,전진바이오팜,코스닥
270870.KQ,뉴트리,코스닥
307870.KQ,비투엔,코스닥
302430.KQ,이노메트리,코스닥
290120.KQ,DH오토리드,코스닥
128540.KQ,에코캡,코스닥
307280.KQ,원바이오젠,코스닥
900340.KQ,윙입푸드,코스닥
111710.KQ,남화산업,코스닥
179290.KQ,엠아이텍,코스닥
117730.KQ,티로보틱스,코스닥
290660.KQ,다이나믹솔루션,코스닥
207490.KS,에이펙스인텍,코넥스
246710.KQ,티앤알바이오팹,코스닥
267850.KS,아시아나IDT,유가
263690.KQ,디알젬,코스닥
217330.KQ,싸이토젠,코스닥
027360.KQ,아주IB투자,코스닥
263020.KQ,디케이앤디,코스닥
227100.KQ,프로브잇,코스닥
194700.KQ,노바렉스,코스닥
290670.KQ,대보마그네틱,코스닥
285490.KQ,노바텍,코스닥
290650.KQ,엘앤씨바이오,코스닥
306620.KQ,지아이에스,코스닥
108490.KQ,로보티즈,코스닥
153710.KQ,옵티팜,코스닥
288620.KQ,에스프리즘,코스닥
306200.KS,세아제강,유가
293580.KQ,나우IB,코스닥
290720.KQ,푸드나무,코스닥
293480.KS,하나제약,유가
110790.KQ,크리스에프앤씨,코스닥
299170.KQ,더블유에스아이,코스닥
219750.KQ,한국비티비,코스닥
010400.KS,우진아이엔에스,유가
291230.KQ,엔피,코스닥
257370.KQ,피엔티엠에스,코스닥
140610.KS,엔솔바이오사이언스,코넥스
197140.KQ,디지캡,코스닥
303030.KQ,지니틱스,코스닥
290740.KQ,액트로,코스닥
173130.KQ,오파스넷,코스닥
089970.KQ,브이엠,코스닥
086820.KQ,바이오솔루션,코스닥
302920.KS,더콘텐츠온,코넥스
293940.KS,신한알파리츠,유가
110990.KQ,디아이티,코스닥
275630.KQ,에스에스알,코스닥
300720.KS,한일시멘트,유가
290270.KQ,휴네시온,코스닥
091810.KS,트리니티항공,유가
286940.KS,롯데이노베이트,유가
080720.KQ,한국유니온제약,코스닥
204020.KQ,그리티,코스닥
297570.KQ,알로이스,코스닥
226950.KQ,올릭스,코스닥
298050.KS,HS효성첨단소재,유가
258050.KS,테크트랜스,코넥스
298040.KS,효성중공업,유가
298020.KS,효성티앤씨,유가
298000.KS,효성화학,유가
175250.KQ,아이큐어,코스닥
289080.KQ,SV인베스트먼트,코스닥
276240.KS,엘리비젼,코넥스
299480.KS,지앤이헬스케어,코넥스
088260.KS,이리츠코크렙,유가
245620.KQ,EDGC,코스닥
294870.KS,IPARK현대산업개발,유가
284620.KQ,카이노스메드,코스닥
037030.KQ,파워넷,코스닥
016790.KQ,현대사료,코스닥
258830.KQ,세종메디칼,코스닥
122310.KQ,제노레이,코스닥
217910.KS,에스제이켐,코넥스
950170.KQ,JTC,코스닥
253590.KQ,네오셈,코스닥
263700.KQ,케어랩스,코스닥
018250.KS,애경산업,유가
277070.KQ,린드먼아시아,코스닥
226400.KQ,오스테오닉,코스닥
183490.KQ,엔지켐생명과학,코스닥
006620.KQ,동구바이오제약,코스닥
154030.KQ,아시아종묘,코스닥
260660.KQ,알리코제약,코스닥
068270.KS,셀트리온,유가
042000.KQ,카페24,코스닥
219420.KQ,링크제니시스,코스닥
267790.KQ,배럴,코스닥
255220.KQ,SG,코스닥
264660.KQ,씨앤지하이테크,코스닥
284740.KS,쿠쿠홈시스,유가
285130.KS,SK케미칼,유가
269620.KQ,시스웍,코스닥
187870.KQ,디바이스,코스닥
236030.KS,씨알푸드,코넥스
281740.KQ,레이크머티리얼즈,코스닥
282330.KS,BGF리테일,유가
092780.KS,DYP,유가
272450.KS,진에어,유가
260930.KQ,씨티케이,코스닥
241770.KQ,메카로,코스닥
234300.KQ,에스트래픽,코스닥
281820.KS,케이씨텍,유가
066360.KQ,체리부로,코스닥
007680.KQ,대원,코스닥
272550.KS,삼양패키징,유가
253450.KQ,스튜디오드래곤,코스닥
950160.KQ,코오롱티슈진,코스닥
278990.KS,EMB,코넥스
055490.KS,테이팩스,유가
280360.KS,롯데웰푸드,유가
180060.KS,탑선,코넥스
265560.KQ,영화테크,코스닥
234100.KQ,폴라리스세원,코스닥
263810.KQ,상신전자,코스닥
255440.KQ,야스,코스닥
277410.KQ,인산가,코스닥
263920.KQ,휴엠앤씨,코스닥
243840.KQ,신흥에스이씨,코스닥
179900.KQ,유티아이,코스닥
171090.KQ,선익시스템,코스닥
259630.KQ,엠플러스,코스닥
174900.KQ,앱클론,코스닥
263750.KQ,펄어비스,코스닥
256940.KQ,킵스파마,코스닥
260870.KS,SK시그넷,코넥스
263600.KQ,덕우전자,코스닥
270520.KQ,앱튼,코스닥
258610.KQ,케일럼,코스닥
140670.KQ,알에스오토메이션,코스닥
900310.KQ,컬러레이,코스닥
273060.KQ,와이즈버즈,코스닥
118990.KQ,모트렉스,코스닥
263800.KQ,데이타솔루션,코스닥
263860.KQ,지니언스,코스닥
263720.KQ,디앤씨미디어,코스닥
162120.KS,루켄테크놀러지스,코넥스
238490.KQ,힘스,코스닥
271980.KS,제일약품,유가
251630.KQ,브이원텍,코스닥
227610.KQ,아우딘퓨쳐스,코스닥
272290.KQ,이녹스첨단소재,코스닥
035720.KS,카카오,유가
271560.KS,오리온,유가
003380.KQ,하림지주,코스닥
261200.KQ,덴티스,코스닥
233250.KS,메디안디노스틱,코넥스
267320.KQ,나인테크,코스닥
270210.KS,에스알바이오텍,코넥스
266170.KS,레드우즈,코넥스
250000.KQ,보라티알,코스닥
267980.KQ,매일유업,코스닥
225190.KQ,LK삼양,코스닥
264850.KQ,이랜시스,코스닥
161580.KQ,필옵틱스,코스닥
268280.KS,미원에스씨,유가
267290.KS,경동도시가스,유가
251270.KS,넷마블,유가
267270.KS,HD건설기계,유가
267250.KS,HD현대,유가
267260.KS,HD현대일렉트릭,유가
256630.KQ,포인트엔지니어링,코스닥
166090.KQ,하나머티리얼즈,코스닥
258790.KQ,소프트캠프,코스닥
251370.KQ,와이엠티,코스닥
264900.KS,크라운제과,유가
265520.KQ,AP시스템,코스닥
263770.KQ,유에스티,코스닥
063760.KQ,이엘피,코스닥
264450.KQ,유비쿼스,코스닥
178320.KQ,서진시스템,코스닥
183300.KQ,코미코,코스닥
246720.KQ,아스타,코스닥
145720.KS,덴티움,유가
217480.KQ,에스디생명공학,코스닥
002800.KQ,신신제약,코스닥
083500.KQ,에프엔에스테크,코스닥
087260.KQ,모바일어플라이언스,코스닥
241820.KQ,피씨엘,코스닥
111110.KS,호전실업,유가
140070.KQ,서플러스글로벌,코스닥
206650.KQ,유바이오로직스,코스닥
227420.KS,도부,코넥스
256840.KQ,한국비엔씨,코스닥
241520.KQ,DSC인베스트먼트,코스닥
246690.KQ,TS인베스트먼트,코스닥
147760.KQ,피엠티,코스닥
199290.KS,바이오프로테크,코넥스
196300.KQ,HLB펩,코스닥
203450.KQ,유니온바이오메트릭스,코스닥
215600.KQ,신라젠,코스닥
254120.KQ,자비스,코스닥
143210.KS,핸즈코퍼레이션,유가
241790.KQ,티이엠씨씨엔에스,코스닥
220100.KQ,퓨쳐켐,코스닥
144960.KQ,뉴파워프라즈마,코스닥
156100.KQ,엘앤케이바이오,코스닥
220180.KQ,핸디소프트,코스닥
241560.KS,두산밥캣,유가
207940.KS,삼성바이오로직스,유가
237880.KQ,클리오,코스닥
900300.KQ,오가닉티코스메틱,코스닥
238120.KQ,얼라인드,코스닥
252500.KQ,세화피앤씨,코스닥
243870.KS,아이티센코어,코넥스
216050.KQ,인크로스,코스닥
239610.KQ,에이치엘사이언스,코스닥
241710.KQ,코스메카코리아,코스닥
234080.KS,JW생명과학,유가
900290.KQ,GRT,코스닥
251280.KS,안지오랩,코넥스
189300.KQ,인텔리안테크,코스닥
072990.KQ,에이치시티,코스닥
950140.KQ,잉글우드랩,코스닥
238090.KQ,앤디포스,코스닥
050960.KQ,수산아이앤티,코스닥
201490.KQ,미투온,코스닥
241590.KS,화승엔터프라이즈,유가
250930.KQ,예선테크,코스닥
229640.KS,LS에코에너지,유가
204210.KS,스타에스엠리츠,유가
241690.KQ,유니테크노,코스닥
250060.KQ,모비스,코스닥
242040.KQ,나무기술,코스닥
234920.KQ,자이글,코스닥
249420.KS,일동제약,유가
900270.KQ,헝셩그룹,코스닥
248170.KS,샘표식품,유가
230360.KQ,에코마케팅,코스닥
191600.KS,블루탑,코넥스
016740.KS,두올,유가
208860.KQ,다산디엠씨,코스닥
073560.KQ,우리손에프앤지,코스닥
212310.KS,오건에코텍,코넥스
123010.KQ,알엔티엑스,코스닥
066830.KS,제노텍,코넥스
026960.KS,동서,유가
123890.KS,한국자산신탁,유가
034830.KS,한국토지신탁,유가
142760.KQ,모아라이프플러스,코스닥
237750.KQ,피앤씨테크,코스닥
900260.KQ,로스웰,코스닥
245450.KS,씨앤에스링크,코넥스
195870.KS,해성디에스,유가
237690.KQ,에스티팜,코스닥
144510.KQ,지씨셀,코스닥
148250.KQ,알엔투테크놀로지,코스닥
208850.KS,이비테크,코넥스
239340.KQ,이스트에이드,코스닥
243070.KQ,휴온스,코스닥
244880.KS,나눔테크,코넥스
112190.KS,KC산업,코넥스
070960.KS,모나용평,유가
101530.KS,해태제과식품,유가
240810.KQ,원익IPS,코스닥
238500.KS,솔루믹스,코넥스
228850.KQ,레이언스,코스닥
228340.KQ,동양파일,코스닥
004440.KS,삼일씨엔에스,유가
222110.KQ,팬젠,코스닥
211270.KQ,AP위성,코스닥
230980.KQ,비유테크놀러지,코스닥
115180.KQ,큐리언트,코스닥
065660.KQ,안트로젠,코스닥
236200.KQ,슈프리마,코스닥
194370.KS,제이에스코퍼레이션,유가
142210.KQ,유니트론텍,코스닥
900250.KQ,크리스탈신소재,코스닥
236340.KS,메디젠휴먼케어,코넥스
206950.KS,볼빅,코넥스
232530.KS,이엠티,코넥스
224060.KQ,더코디,코스닥
109610.KQ,에스와이,코스닥
233990.KS,질경이,코넥스
226320.KS,잇츠한불,유가
215570.KS,크로넥스,코넥스
223310.KQ,사토시홀딩스,코스닥
232140.KQ,와이씨,코스닥
191410.KQ,육일씨엔에쓰,코스닥
145020.KQ,휴젤,코스닥
222980.KQ,한국맥널티,코스닥
206560.KQ,덱스터,코스닥
013310.KQ,아진산업,코스닥
047920.KQ,HLB제약,코스닥
217730.KQ,강스템바이오텍,코스닥
234070.KS,에이원큐브텍,코넥스
133750.KQ,메가엠디,코스닥
225530.KQ,HC보광산업,코스닥
140860.KQ,파크시스템스,코스닥
230240.KQ,에치에프알,코스닥
122640.KQ,예스티,코스닥
222040.KQ,코스맥스엔비티,코스닥
058110.KQ,멕아이씨에스,코스닥
217820.KQ,원익피앤이,코스닥
075580.KS,세진중공업,유가
221840.KQ,하이즈항공,코스닥
180400.KQ,DXVX,코스닥
221980.KQ,케이디켐,코스닥
212560.KQ,네오오토,코스닥
227950.KQ,엔투텍,코스닥
214370.KQ,케어젠,코스닥
185490.KQ,아이진,코스닥
190510.KQ,나무가,코스닥
056090.KQ,시지메드텍,코스닥
214330.KS,금호에이치티,유가
089590.KS,제주항공,유가
226340.KQ,본느,코스닥
217950.KS,파마리서치바이오,코넥스
092590.KS,럭스피아,코넥스
229500.KS,노브메타파마,코넥스
182400.KQ,엔케이젠바이오텍코리아,코스닥
227840.KS,현대코퍼레이션홀딩스,유가
092870.KQ,엑시콘,코스닥
224810.KS,엄지하우스,코넥스
200580.KS,메디쎄이,코넥스
225430.KQ,케이엠제약,코스닥
225590.KQ,패션플랫폼,코스닥
079550.KS,LIG디펜스앤에어로스페이스,유가
225570.KQ,넥슨게임즈,코스닥
217190.KQ,제너셈,코스닥
219130.KQ,타이거일렉,코스닥
039570.KS,HDC랩스,유가
002690.KS,동일제강,유가
175140.KQ,휴먼테크놀로지,코스닥
222080.KQ,씨아이에스,코스닥
224110.KQ,에이텍모빌리티,코스닥
196700.KQ,웹스,코스닥
095570.KS,AJ네트웍스,유가
131760.KQ,파인텍,코스닥
222800.KQ,심텍,코스닥
189980.KQ,흥국에프엔비,코스닥
222420.KQ,쎄노텍,코스닥
094360.KQ,칩스앤미디어,코스닥
127710.KQ,아시아경제,코스닥
224760.KS,엔에스컴퍼니,코넥스
214430.KQ,아이쓰리시스템,코스닥
067730.KQ,로지시스,코스닥
222670.KS,플럼라인생명과학,코넥스
220260.KQ,켐트로스,코스닥
214450.KQ,파마리서치,코스닥
219550.KQ,디와이디,코스닥
087010.KQ,펩트론,코스닥
214320.KS,이노션,유가
214420.KS,토니모리,유가
086220.KS,광동헬스바이오,코넥스
223220.KS,로지스몬,코넥스
085620.KS,미래에셋생명,유가
218410.KQ,RFHIC,코스닥
094170.KQ,동운아나텍,코스닥
178780.KQ,일월지엠엘,코스닥
214180.KQ,헥토이노베이션,코스닥
214390.KS,경보제약,유가
216400.KS,인바이츠바이오코아,코넥스
166480.KQ,코아스템켐온,코스닥
210980.KS,SK디앤디,유가
103660.KS,씨앗,코넥스
177350.KQ,베셀,코스닥
217270.KQ,넵튠,코스닥
218150.KQ,미래생명자원,코스닥
160980.KQ,싸이맥스,코스닥
217500.KQ,러셀,코스닥
087600.KQ,픽셀플러스,코스닥
187420.KQ,HLB제넥스,코스닥
217880.KS,틸론,코넥스
215380.KQ,우정바이오,코스닥
076340.KS,지에이이노더스,코넥스
215480.KQ,토박스코리아,코스닥
215790.KQ,이노인스트루먼트,코스닥
215360.KQ,우리산업,코스닥
215200.KQ,메가스터디교육,코스닥
217320.KS,썬테크,코넥스
215090.KQ,솔디펜스,코스닥
215100.KQ,로보로보,코스닥
214680.KQ,디알텍,코스닥
195990.KQ,에이비프로바이오,코스닥
215000.KQ,골프존,코스닥
214150.KQ,클래시스,코스닥
214270.KQ,FSN,코스닥
145210.KS,다이나믹디자인,유가
189690.KQ,포시에스,코스닥
213420.KQ,덕산네오룩스,코스닥
213500.KS,한솔제지,유가
210540.KS,디와이파워,유가
060480.KQ,국일신동,코스닥
193250.KQ,링크드,코스닥
206640.KQ,바디텍메드,코스닥
208640.KQ,썸에이지,코스닥
200470.KQ,에이팩트,코스닥
200670.KQ,휴메딕스,코스닥
189860.KQ,서전기전,코스닥
067390.KQ,아스트,코스닥
080580.KQ,오킨스전자,코스닥
208350.KQ,지란지교시큐리티,코스닥
208710.KQ,포톤,코스닥
160550.KQ,NEW,코스닥
124500.KQ,아이티센글로벌,코스닥
208890.KS,미래엔에듀파트너,코넥스
028260.KS,삼성물산,유가
142280.KQ,녹십자엠에스,코스닥
187220.KQ,디티앤씨,코스닥
208370.KQ,셀바스헬스케어,코스닥
208140.KQ,정다운,코스닥
149980.KQ,하이로닉,코스닥
084650.KQ,랩지노믹스,코스닥
200710.KQ,에이디테크놀로지,코스닥
200780.KQ,비씨월드제약,코스닥
207760.KQ,미스터블루,코스닥
196170.KQ,알테오젠,코스닥
206400.KQ,베노티앤알,코스닥
140520.KQ,대창스틸,코스닥
173940.KQ,에프엔씨엔터,코스닥
205470.KQ,휴마시스,코스닥
112610.KS,씨에스윈드,유가
200230.KQ,텔콘RF제약,코스닥
204840.KQ,지엘팜텍,코스닥
204620.KQ,글로벌텍스프리,코스닥
196490.KQ,디에이테크놀로지,코스닥
018260.KS,삼성에스디에스,유가
149010.KS,아이케이세미콘,코넥스
205500.KQ,넥써쓰,코스닥
205100.KQ,엑셈,코스닥
191420.KQ,테고사이언스,코스닥
192440.KQ,슈피겐코리아,코스닥
143540.KQ,영우디에스피,코스닥
121060.KS,유니포인트,코넥스
203650.KQ,드림시큐리티,코스닥
041920.KQ,메디아나,코스닥
204320.KS,HL만도,유가
194480.KQ,데브시스터즈,코스닥
203690.KQ,아크솔루션스,코스닥
192410.KQ,오늘이엔엠,코스닥
198440.KQ,강동씨앤엘,코스닥
202960.KS,판도라티비,코넥스
200880.KS,서연이화,유가
187270.KQ,신화콘텍,코스닥
192400.KS,쿠쿠홀딩스,유가
177830.KQ,파버나인,코스닥
090410.KQ,덕신이피씨,코스닥
004650.KQ,창해에탄올,코스닥
192390.KQ,윈하이텍,코스닥
059120.KQ,아진엑스텍,코스닥
200130.KQ,콜마비앤에이치,코스닥
133820.KS,화인베스틸,유가
105550.KQ,엣지파운드리,코스닥
136660.KS,큐엠씨,코넥스
199150.KS,데이터스트림즈,코넥스
196450.KQ,코아시아씨엠,코스닥
071850.KQ,캐스텍코리아,코스닥
027410.KS,BGF,유가
187790.KQ,나노,코스닥
192250.KQ,케이사인,코스닥
192820.KS,코스맥스,유가
138080.KQ,오이솔루션,코스닥
053300.KQ,한국정보인증,코스닥
154040.KQ,다산솔루에타,코스닥
090850.KQ,현대이지웰,코스닥
140660.KS,위월드,코넥스
189350.KS,코셋,코넥스
184230.KQ,SGA솔루션즈,코스닥
178600.KS,대동고려삼,코넥스
049080.KQ,기가레인,코스닥
085810.KQ,알티캐스트,코스닥
185750.KS,종근당,유가
170030.KQ,현대공업,코스닥
067570.KQ,엔브이에이치코리아,코스닥
134580.KQ,탑코미디어,코스닥
006880.KS,신송홀딩스,유가
182360.KQ,큐브엔터,코스닥
171120.KQ,라이온켐텍,코스닥
171010.KQ,램테크놀러지,코스닥
138360.KQ,앤로보틱스,코스닥
183190.KS,아세아시멘트,유가
076610.KQ,해성옵틱스,코스닥
168330.KQ,내츄럴엔도텍,코스닥
064350.KS,현대로템,유가
185190.KS,수프로,코넥스
131970.KQ,두산테스나,코스닥
150900.KQ,파수AI,코스닥
170920.KQ,엘티씨,코스닥
119850.KQ,지엔씨에너지,코스닥
180640.KS,한진칼,유가
092040.KQ,아미코젠,코스닥
181710.KS,NHN,유가
130500.KQ,GH신소재,코스닥
170790.KQ,파이오링크,코스닥
151860.KQ,KG에코솔루션,코스닥
175330.KS,JB금융지주,유가
089600.KQ,KT나스미디어,코스닥
114920.KS,대주이엔티,코넥스
179720.KS,머니무브,코넥스
116100.KS,태양기계,코넥스
950130.KQ,엑세스바이오,코스닥
155660.KS,DSR,유가
141080.KQ,리가켐바이오,코스닥
170900.KS,동아에스티,유가
097800.KQ,윈팩,코스닥
104540.KQ,코렌텍,코스닥
159580.KQ,제로투세븐,코스닥
114810.KQ,한솔아이원스,코스닥
153490.KQ,우리이앤엘하루틴,코스닥
099190.KQ,아이센스,코스닥
159910.KQ,에코글로우,코스닥
046970.KQ,우리로,코스닥
113810.KQ,디젠스,코스닥
013870.KS,지엠비코리아,유가
155650.KQ,와이엠씨,코스닥
037560.KS,LG헬로비전,유가
149950.KQ,아바텍,코스닥
163560.KS,동일고무벨트,유가
161890.KS,한국콜마,유가
161390.KS,한국타이어앤테크놀로지,유가
121850.KQ,코이즈,코스닥
161000.KS,애경케미칼,유가
153460.KQ,네이블,코스닥
106520.KQ,노블엠앤비,코스닥
137400.KQ,피엔티,코스닥
014710.KS,사조씨푸드,유가
141000.KQ,비아트론,코스닥
072950.KQ,빛샘전자,코스닥
079980.KS,휴비스,유가
143240.KQ,사람인,코스닥
147830.KQ,제룡산업,코스닥
091590.KQ,남화토건,코스닥
145270.KS,케이탑리츠,유가
140410.KQ,메지온,코스닥
104830.KQ,원익머트리얼즈,코스닥
127120.KQ,제이에스링크,코스닥
007070.KS,GS리테일,유가
130580.KQ,나이스디앤비,코스닥
131090.KQ,시큐브,코스닥
100660.KQ,서암기계공업,코스닥
129260.KS,인터지스,유가
115480.KQ,씨유메디칼,코스닥
145990.KS,삼양사,유가
139670.KQ,키네마스터,코스닥
121800.KQ,비덴트,코스닥
138070.KQ,신진에스엠,코스닥
123570.KQ,이엠넷,코스닥
122870.KQ,와이지엔터테인먼트,코스닥
089030.KQ,테크윙,코스닥
101240.KQ,씨큐브,코스닥
007820.KQ,엠엑스로보틱스,코스닥
115530.KQ,씨엔플러스,코스닥
039130.KS,하나투어,유가
090360.KQ,로보스타,코스닥
131220.KQ,대한과학,코스닥
143160.KQ,아이디스,코스닥
078520.KS,에이블씨엔씨,유가
137950.KQ,제이씨케미칼,코스닥
040910.KQ,아이씨디,코스닥
123330.KQ,제닉,코스닥
023000.KS,삼원강재,유가
089980.KQ,상아프론테크,코스닥
031430.KS,신세계인터내셔날,유가
140910.KS,에이리츠,유가
138610.KQ,나이벡,코스닥
109080.KQ,옵티시스,코스닥
108380.KQ,대양전기공업,코스닥
047810.KS,한국항공우주,유가
071840.KS,롯데하이마트,유가
019770.KQ,서연탑메탈,코스닥
069640.KS,한세엠케이,유가
137940.KQ,넥스트아이,코스닥
131100.KQ,티엔엔터테인먼트,코스닥
139480.KS,이마트,유가
139130.KS,iM금융지주,유가
053210.KS,케이티스카이라이프,유가
122450.KQ,KX,코스닥
121440.KQ,골프존홀딩스,코스닥
138040.KS,메리츠금융지주,유가
136540.KQ,윈스테크넷,코스닥
136480.KQ,하림,코스닥
023350.KS,한국종합기술,유가
134060.KQ,이퓨쳐,코스닥
104480.KQ,티케이케미칼,코스닥
138930.KS,BNK금융지주,유가
020150.KS,롯데에너지머티리얼즈,유가
008470.KQ,부스타,코스닥
011210.KS,현대위아,유가
136490.KS,선진,유가
134380.KS,미원화학,유가
121600.KQ,나노신소재,코스닥
093320.KQ,케이아이엔엑스,코스닥
130740.KQ,티피씨글로벌,코스닥
061970.KQ,LB세미콘,코스닥
131180.KQ,딜리,코스닥
126880.KQ,제이엔케이글로벌,코스닥
033560.KQ,블루콤,코스닥
048530.KQ,인트론바이오,코스닥
134790.KS,시디즈,유가
131370.KQ,알서포트,코스닥
064290.KQ,인텍플러스,코스닥
131290.KQ,티에스이,코스닥
082740.KS,한화엔진,유가
131400.KQ,이브이첨단소재,코스닥
117580.KS,대성에너지,유가
126560.KS,현대퓨처넷,유가
120240.KQ,대정화금,코스닥
058860.KS,KTis,유가
130660.KS,한전산업,유가
128660.KQ,피제이메탈,코스닥
131030.KQ,옵투스제약,코스닥
096690.KQ,에이루트,코스닥
900140.KS,엘브이엠씨,유가
033830.KQ,티비씨,코스닥
033170.KQ,시그네틱스,코스닥
041460.KQ,한국전자인증,코스닥
126600.KQ,BGF에코머티리얼즈,코스닥
105740.KQ,디케이락,코스닥
123420.KQ,위메이드플레이,코스닥
123860.KQ,아나패스,코스닥
058400.KQ,KNN,코스닥
069140.KQ,누리플랜,코스닥
119830.KQ,아이텍,코스닥
101930.KQ,인화정공,코스닥
068940.KQ,셀피글로벌,코스닥
123840.KQ,뉴온,코스닥
081660.KS,미스토홀딩스,유가
117670.KQ,알파칩스,코스닥
119500.KQ,포메탈,코스닥
058850.KS,KTcs,유가
068240.KQ,다원시스,코스닥
057050.KS,현대홈쇼핑,유가
096530.KQ,씨젠,코스닥
122990.KQ,와이솔,코스닥
126700.KQ,하이비젼시스템,코스닥
126640.KQ,화신정공,코스닥
123410.KQ,코리아에프티,코스닥
002150.KS,도화엔지니어링,유가
123040.KQ,엠에스오토텍,코스닥
067920.KQ,이글루,코스닥
128820.KS,대성산업,유가
122900.KS,아이마켓코리아,유가
128940.KS,한미약품,유가
119610.KQ,인터로조,코스닥
106190.KQ,하이텍팜,코스닥
105840.KS,우진,유가
033920.KS,무학,유가
121890.KQ,에스디시스템,코스닥
123750.KQ,알톤,코스닥
089850.KQ,유비벨록스,코스닥
046120.KQ,오르비텍,코스닥
102460.KS,이연제약,유가
070300.KQ,엑스큐어,코스닥
079970.KQ,투비소프트,코스닥
123690.KS,한국화장품,유가
123700.KS,에스제이엠,유가
071200.KQ,인피니트헬스케어,코스닥
122690.KQ,서진오토모티브,코스닥
100030.KQ,인지소프트,코스닥
060980.KS,HL홀딩스,유가
032830.KS,삼성생명,유가
031440.KS,신세계푸드,유가
900110.KQ,이스트아시아홀딩스,코스닥
900100.KQ,애머릿지,코스닥
115500.KQ,케이씨에스,코스닥
900120.KQ,씨엑스아이,코스닥
115450.KQ,HLB테라퓨틱스,코스닥
122350.KQ,삼기,코스닥
088350.KS,한화생명,유가
115610.KQ,이미지스,코스닥
120030.KS,조선선재,유가
115310.KQ,인포바인,코스닥
106080.KQ,케이이엠텍,코스닥
101330.KQ,모베이스,코스닥
120110.KS,코오롱인더,유가
119650.KS,KC코트렐,유가
071320.KS,지역난방공사,유가
115570.KQ,스타플렉스,코스닥
115440.KQ,우리넷,코스닥
050860.KQ,아세아텍,코스닥
012160.KS,영흥,유가
