symbol,name,exchange
114630.KQ,폴라리스우노,코스닥
080530.KQ,코디,코스닥
118000.KS,메타케어,유가
900070.KQ,글로벌에스엠,코스닥
099520.KQ,DGI,코스닥
114450.KQ,그린생명과학,코스닥
104460.KQ,디와이피엔에프,코스닥
112040.KQ,위메이드,코스닥
052690.KS,한전기술,유가
108860.KQ,셀바스AI,코스닥
088290.KQ,이원컴포텍,코스닥
114190.KQ,강원에너지,코스닥
114090.KS,GKL,유가
115160.KQ,휴맥스,코스닥
109960.KQ,앱토크롬,코스닥
034730.KS,SK,유가
099410.KQ,동방선기,코스닥
101000.KQ,KS인더스트리,코스닥
109820.KQ,진매트릭스,코스닥
032560.KS,황금에스티,유가
082920.KQ,비츠로셀,코스닥
000080.KS,하이트진로,유가
042520.KQ,한스바이오메드,코스닥
082640.KS,동양생명,유가
104200.KQ,NHN벅스,코스닥
052860.KQ,아이앤씨,코스닥
047400.KS,유니온머티리얼,유가
105330.KQ,케이엔더블유,코스닥
093240.KS,형지엘리트,유가
109740.KQ,디에스케이,코스닥
095700.KQ,제넥신,코스닥
108230.KQ,톱텍,코스닥
100130.KQ,동국S&C,코스닥
103230.KQ,에스앤더블류,코스닥
039490.KS,키움증권,유가
111770.KS,영원무역,유가
063080.KQ,컴투스홀딩스,코스닥
109860.KQ,동일금속,코스닥
053690.KS,한미글로벌,유가
028100.KS,동아지질,유가
102120.KQ,어보브반도체,코스닥
101730.KQ,위메이드맥스,코스닥
102710.KQ,이엔에프테크놀로지,코스닥
099440.KQ,스맥,코스닥
099220.KQ,SDN,코스닥
101680.KQ,한국정밀기계,코스닥
071970.KS,HD현대마린엔진,유가
010240.KQ,흥국,코스닥
101170.KQ,우림피티에스,코스닥
081150.KQ,티플랙스,코스닥
108670.KS,LX하우시스,유가
098660.KQ,에스티오,코스닥
071670.KQ,에이테크솔루션,코스닥
101490.KQ,에스앤에스텍,코스닥
100120.KQ,뷰웍스,코스닥
102940.KQ,코오롱생명과학,코스닥
101400.KQ,엔시트론,코스닥
105630.KS,한세실업,유가
109070.KS,주성코퍼레이션,유가
106240.KQ,파인테크닉스,코스닥
107590.KS,미원홀딩스,유가
086890.KQ,이수앱지스,코스닥
104040.KQ,디에스엠,코스닥
078070.KQ,유비쿼스홀딩스,코스닥
086900.KQ,메디톡스,코스닥
058630.KQ,엠게임,코스닥
059100.KQ,아이컴포넌트,코스닥
035420.KS,NAVER,유가
067630.KQ,HLB생명과학,코스닥
092130.KQ,이크레더블,코스닥
026940.KS,부국철강,유가
105560.KS,KB금융,유가
100700.KQ,세운메디칼,코스닥
104700.KS,한국철강,유가
098120.KQ,마이크로컨텍솔,코스닥
083470.KQ,이엠앤아이,코스닥
103590.KS,일진전기,유가
103140.KS,풍산,유가
011070.KS,LG이노텍,유가
101390.KQ,아이엠,코스닥
076080.KQ,웰크론한텍,코스닥
101670.KQ,하이드로리튬,코스닥
094840.KQ,슈프리마에이치큐,코스닥
017180.KS,명문제약,유가
063170.KQ,서울옥션,코스닥
047560.KQ,이스트소프트,코스닥
100220.KS,비상교육,유가
096240.KQ,크레버스,코스닥
102260.KS,동성케미컬,유가
101160.KQ,월덱스,코스닥
099320.KQ,쎄트렉아이,코스닥
064480.KQ,브리지텍,코스닥
098460.KQ,고영,코스닥
067000.KQ,조이시티,코스닥
018620.KQ,우진비앤지,코스닥
095610.KQ,테스,코스닥
053280.KQ,예스24,코스닥
096870.KQ,엘디티,코스닥
032640.KS,LG유플러스,유가
059210.KQ,메타바이오메드,코스닥
097870.KQ,효성오앤비,코스닥
101140.KS,인바이오젠,유가
020560.KS,아시아나항공,유가
100840.KS,SNT에너지,유가
100250.KS,진양홀딩스,유가
091440.KQ,한울소재과학,코스닥
085310.KS,엔케이,유가
097780.KQ,에코볼트,코스닥
096630.KQ,에스코넥,코스닥
068330.KQ,일신바이오,코스닥
093920.KQ,서원인텍,코스닥
067010.KQ,이씨에스,코스닥
096350.KQ,대창솔루션,코스닥
051600.KS,한전KPS,유가
069920.KQ,엑시온그룹,코스닥
096610.KQ,알에프세미,코스닥
092070.KQ,디엔에프,코스닥
094820.KQ,일진파워,코스닥
086670.KQ,비엠티,코스닥
092440.KS,기신정기,유가
095190.KQ,신화프리텍,코스닥
044450.KS,KSS해운,유가
094280.KS,효성 ITX,유가
092300.KQ,현우산업,코스닥
033270.KS,유나이티드,유가
093640.KQ,케이알엠,코스닥
092200.KS,디아이씨,유가
095910.KQ,에스에너지,코스닥
081580.KQ,성우전자,코스닥
073110.KQ,엘엠에스,코스닥
094970.KQ,제이엠티,코스닥
080520.KQ,오디텍,코스닥
095340.KQ,ISC,코스닥
085910.KQ,네오티스,코스닥
095500.KQ,미래나노텍,코스닥
027580.KQ,상보,코스닥
097950.KS,CJ제일제당,유가
086040.KQ,바이오톡스텍,코스닥
028670.KS,팬오션,유가
057540.KQ,옴니시스템,코스닥
094940.KQ,푸른기술,코스닥
095270.KQ,웨이브일렉트로,코스닥
097230.KS,HJ중공업,유가
093190.KQ,빅솔론,코스닥
096760.KS,JW홀딩스,유가
091340.KQ,S&K폴리텍,코스닥
096770.KS,SK이노베이션,유가
072770.KQ,멤레이비티,코스닥
094480.KQ,갤럭시아머니트리,코스닥
086520.KQ,에코프로,코스닥
065150.KQ,대산F&B,코스닥
078340.KQ,컴투스,코스닥
095660.KQ,네오위즈,코스닥
029780.KS,삼성카드,유가
092600.KQ,앤씨앤,코스닥
069410.KQ,엔텔스,코스닥
001780.KS,알루코,유가
093380.KQ,풍강,코스닥
095720.KS,웅진씽크빅,유가
086450.KQ,동국제약,코스닥
064820.KQ,케이프,코스닥
091580.KQ,상신이디피,코스닥
092460.KQ,한라IMS,코스닥
073540.KQ,에프알텍,코스닥
091120.KQ,이엠텍,코스닥
094850.KQ,참좋은여행,코스닥
094860.KQ,네오리진,코스닥
094800.KS,맵스리얼티,유가
078020.KQ,LS증권,코스닥
093520.KQ,매커스,코스닥
091970.KQ,나노캠텍,코스닥
092730.KQ,네오팜,코스닥
039200.KQ,오스코텍,코스닥
089010.KQ,켐트로닉스,코스닥
090470.KQ,제이스로보틱스,코스닥
088130.KQ,동아엘텍,코스닥
090370.KS,메타랩스,유가
093370.KS,후성,유가
084110.KQ,휴온스글로벌,코스닥
089150.KQ,케이씨티,코스닥
091700.KQ,파트론,코스닥
086390.KQ,유니테스트,코스닥
090710.KQ,휴림로봇,코스닥
093050.KS,LF,유가
060540.KQ,에스에이티,코스닥
066310.KQ,큐에스아이,코스닥
067280.KQ,멀티캠퍼스,코스닥
044380.KS,주연테크,유가
044820.KS,코스맥스비티아이,유가
089890.KQ,코세스,코스닥
034590.KS,인천도시가스,유가
080470.KQ,성창오토텍,코스닥
089140.KQ,넥스턴앤롤코리아,코스닥
089790.KQ,제이티,코스닥
090150.KQ,아이윈,코스닥
088390.KQ,이녹스,코스닥
009770.KS,삼정펄프,유가
092220.KS,KEC,유가
092230.KS,KPX홀딩스,유가
089230.KQ,THE E&M,코스닥
043150.KQ,바텍,코스닥
086960.KQ,MDS테크,코스닥
089470.KS,HDC현대EP,유가
038060.KQ,루멘스,코스닥
083660.KQ,CSA 코스믹,코스닥
063570.KQ,NICE인프라,코스닥
086980.KQ,쇼박스,코스닥
068050.KQ,팬엔터테인먼트,코스닥
039290.KQ,인포뱅크,코스닥
090350.KS,노루페인트,유가
090430.KS,아모레퍼시픽,유가
078860.KQ,스테이지원엔터,코스닥
088910.KQ,동우팜투테이블,코스닥
032350.KS,롯데관광개발,유가
054950.KQ,제이브이엠,코스닥
090080.KS,평화산업,유가
049800.KS,우진플라임,유가
084730.KQ,팅크웨어,코스닥
035510.KS,신세계I&C,유가
086060.KQ,진바이오텍,코스닥
022220.KQ,티케이지애강,코스닥
088790.KS,진도,유가
088800.KQ,에이스테크,코스닥
088980.KS,맥쿼리인프라,유가
023530.KS,롯데쇼핑,유가
068760.KQ,셀트리온제약,코스닥
083450.KQ,GST,코스닥
019990.KQ,에너토크,코스닥
079370.KQ,제우스,코스닥
085670.KQ,뉴프렉스,코스닥
084370.KQ,유진테크,코스닥
083790.KQ,CG인바이츠,코스닥
064550.KQ,바이오니아,코스닥
084990.KQ,헬릭스미스,코스닥
083640.KQ,인콘,코스닥
085660.KQ,차바이오텍,코스닥
086280.KS,현대글로비스,유가
078140.KQ,대봉엘에스,코스닥
067900.KQ,와이엔텍,코스닥
083550.KQ,케이엠,코스닥
084870.KS,티비에이치글로벌,유가
084180.KQ,수성웹툰,코스닥
086790.KS,하나금융지주,유가
001560.KS,제일연마,유가
080420.KQ,모다이노칩,코스닥
083650.KQ,비에이치아이,코스닥
079190.KQ,케스피온,코스닥
079430.KS,현대리바트,유가
082800.KQ,비보존 제약,코스닥
043910.KQ,자연과환경,코스닥
079000.KQ,와토스코리아,코스닥
084010.KS,대한제강,유가
041020.KQ,폴라리스오피스,코스닥
078590.KQ,휴림에이텍,코스닥
038070.KQ,서린바이오,코스닥
075180.KS,새론오토모티브,유가
083420.KS,그린케미칼,유가
079940.KQ,가비아,코스닥
077360.KQ,덕산하이메탈,코스닥
083930.KQ,아바코,코스닥
067310.KQ,하나마이크론,코스닥
083310.KQ,엘오티베큠,코스닥
082660.KQ,코스나인,코스닥
080010.KQ,이상네트웍스,코스닥
084690.KS,대상홀딩스,유가
071950.KS,코아스,유가
078160.KQ,메디포스트,코스닥
082850.KQ,우리바이오,코스닥
080160.KQ,모두투어,코스닥
084680.KS,이월드,유가
084670.KS,동양고속,유가
042700.KS,한미반도체,유가
078890.KQ,가온그룹,코스닥
050890.KQ,쏠리드,코스닥
004890.KS,동일산업,유가
082210.KQ,옵트론텍,코스닥
082270.KQ,젬백스,코스닥
075130.KQ,플랜티넷,코스닥
010960.KS,삼호개발,유가
073240.KS,금호타이어,유가
073490.KQ,LIG아큐버,코스닥
079950.KQ,인베니아,코스닥
079960.KQ,동양이엔피,코스닥
080220.KQ,제주반도체,코스닥
079170.KQ,한창산업,코스닥
079810.KQ,APS이노베이션,코스닥
052220.KQ,iMBC,코스닥
079650.KQ,서산,코스닥
052900.KQ,KX하이텍,코스닥
066910.KQ,손오공,코스닥
049950.KQ,미래컴퍼니,코스닥
052460.KQ,아이크래프트,코스닥
079160.KS,CJ CGV,유가
081000.KS,일진다이아,유가
072870.KQ,메가스터디,코스닥
073010.KQ,케이에스피,코스닥
046440.KQ,KG파이낸셜,코스닥
078600.KQ,대주전자재료,코스닥
054450.KQ,텔레칩스,코스닥
078150.KQ,HB테크놀러지,코스닥
067990.KQ,도이치모터스,코스닥
014830.KS,유니드,유가
051360.KQ,토비스,코스닥
041650.KS,상신브레이크,유가
078130.KQ,국일제지,코스닥
068790.KQ,DMS,코스닥
023810.KS,인팩,유가
048870.KQ,시너지이노베이션,코스닥
065350.KQ,신성델타테크,코스닥
078930.KS,GS,유가
077500.KS,유니퀘스트,유가
058730.KS,다스코,유가
039340.KQ,한국경제TV,코스닥
034220.KS,LG디스플레이,유가
064260.KQ,다날,코스닥
078000.KS,텔코웨어,유가
011080.KQ,형지I&C,코스닥
050090.KQ,비케이홀딩스,코스닥
057030.KQ,YBM넷,코스닥
065770.KQ,CS,코스닥
074430.KQ,아미노로직스,코스닥
066700.KQ,테라젠이텍스,코스닥
066900.KQ,디에이피,코스닥
078350.KQ,한양디지텍,코스닥
077970.KS,STX엔진,유가
075970.KQ,동국알앤에스,코스닥
069540.KQ,빛과전자,코스닥
073190.KQ,듀오백,코스닥
054090.KQ,삼진엘앤디,코스닥
041910.KQ,폴라리스AI파마,코스닥
034310.KS,NICE,유가
019680.KS,대교,유가
067770.KQ,세진티에스,코스닥
070590.KQ,인티큐브,코스닥
073570.KQ,리튬포어스,코스닥
073640.KQ,테라사이언스,코스닥
065680.KQ,우주일렉트로,코스닥
024110.KS,기업은행,유가
074610.KS,이엔플러스,유가
067160.KQ,SOOP,코스닥
060570.KQ,드림어스컴퍼니,코스닥
066410.KQ,버킷스튜디오,코스닥
074600.KQ,원익QnC,코스닥
071280.KQ,로체시스템즈,코스닥
069510.KQ,에스텍,코스닥
067170.KQ,오텍,코스닥
054780.KQ,키이스트,코스닥
041440.KQ,현대에버다임,코스닥
025750.KS,한솔홈데코,유가
072020.KQ,중앙백신,코스닥
065510.KQ,휴비츠,코스닥
072470.KQ,우리산업홀딩스,코스닥
068930.KQ,디지털대성,코스닥
007660.KS,이수페타시스,유가
035250.KS,강원랜드,유가
069330.KQ,유아이디,코스닥
064760.KQ,티씨케이,코스닥
037270.KS,YG PLUS,유가
052710.KQ,아모텍,코스닥
072710.KS,농심홀딩스,유가
065950.KQ,웰크론,코스닥
047310.KQ,파워로직스,코스닥
071050.KS,한국금융지주,유가
041520.KQ,이엘씨,코스닥
072130.KS,유엔젤,유가
034120.KS,SBS,유가
064240.KQ,홈캐스트,코스닥
066790.KQ,씨씨에스,코스닥
069080.KQ,웹젠,코스닥
036570.KS,NC,유가
071090.KS,하이스틸,유가
067080.KQ,대화제약,코스닥
066590.KQ,스모트로닉,코스닥
067290.KQ,JW신약,코스닥
066130.KQ,하츠,코스닥
065450.KQ,빅텍,코스닥
065130.KQ,탑엔지니어링,코스닥
069730.KS,DSR제강,유가
065440.KQ,이루온,코스닥
006890.KS,태경케미컬,유가
049630.KQ,재영솔루텍,코스닥
021650.KQ,한국큐빅,코스닥
051370.KQ,인터플렉스,코스닥
065570.KQ,삼영이엔씨,코스닥
065650.KQ,하이퍼코퍼레이션,코스닥
066980.KQ,한성크린텍,코스닥
016100.KQ,리더스코스메틱,코스닥
011500.KS,한농화성,유가
042040.KQ,케이피엠테크,코스닥
066670.KQ,디티씨,코스닥
066430.KQ,아이로보틱스,코스닥
047820.KQ,초록뱀미디어,코스닥
064090.KQ,인크레더블버즈,코스닥
049960.KQ,쎌바이오텍,코스닥
053290.KQ,NE능률,코스닥
064520.KQ,테크엘,코스닥
069960.KS,현대백화점,유가
035600.KQ,KG이니시스,코스닥
065170.KQ,비엘팜텍,코스닥
069460.KS,대호에이엘,유가
069620.KS,대웅제약,유가
041590.KQ,플래스크,코스닥
027740.KS,마니커,유가
036530.KS,SNT홀딩스,유가
069260.KS,티케이지휴켐스,유가
042600.KQ,새로닉스,코스닥
033530.KS,SJG세종,유가
065500.KQ,오리엔트정공,코스닥
060900.KQ,에이전트AI,코스닥
066620.KQ,국보디자인,코스닥
052770.KQ,아이톡시,코스닥
065420.KQ,에스아이리소스,코스닥
064800.KQ,포니링크,코스닥
058430.KS,포스코스틸리온,유가
039980.KQ,폴라리스AI,코스닥
048410.KQ,현대바이오,코스닥
068290.KS,삼성출판사,유가
067830.KS,세이브존I&C,유가
058610.KQ,에스피지,코스닥
045340.KQ,토탈소프트,코스닥
030610.KS,교보증권,유가
065710.KQ,서호전기,코스닥
065690.KQ,파커스,코스닥
009240.KS,한샘,유가
060560.KQ,HC홈센타,코스닥
043710.KQ,코스리거글로벌,코스닥
036010.KQ,아비코전자,코스닥
060280.KQ,큐렉소,코스닥
060230.KQ,제이케이시냅스,코스닥
046940.KQ,우원개발,코스닥
057680.KQ,티사이언티픽,코스닥
060150.KQ,인선이엔티,코스닥
065530.KQ,와이어블,코스닥
063440.KQ,SM Life Design,코스닥
017370.KS,우신시스템,유가
051160.KQ,지어소프트,코스닥
065060.KQ,지엔코,코스닥
049180.KQ,셀루메드,코스닥
060720.KQ,KH바텍,코스닥
061040.KQ,알에프텍,코스닥
050760.KQ,에스폴리텍,코스닥
054210.KQ,이랜텍,코스닥
050120.KQ,ES큐브,코스닥
054410.KQ,케이피티유,코스닥
060310.KQ,3S,코스닥
066570.KS,LG전자,유가
061250.KQ,화일약품,코스닥
053980.KQ,오상자이엘,코스닥
024720.KS,콜마홀딩스,유가
054050.KQ,농우바이오,코스닥
039420.KQ,케이엘넷,코스닥
064960.KS,SNT모티브,유가
039440.KQ,에스티아이,코스닥
049550.KQ,잉크테크,코스닥
054670.KQ,대한뉴팜,코스닥
060590.KQ,씨티씨바이오,코스닥
049070.KQ,인탑스,코스닥
060370.KQ,LS마린솔루션,코스닥
051380.KQ,피씨디렉트,코스닥
037710.KS,광주신세계,유가
053270.KQ,구영테크,코스닥
034950.KQ,한국기업평가,코스닥
060260.KQ,뉴보텍,코스닥
060380.KQ,동양에스텍,코스닥
046310.KQ,백금T&A,코스닥
049720.KQ,고려신용정보,코스닥
046890.KQ,서울반도체,코스닥
013990.KQ,아가방컴퍼니,코스닥
058450.KQ,한주에이알티,코스닥
059090.KQ,미코,코스닥
054930.KQ,유신,코스닥
035200.KQ,프럼파스트,코스닥
054040.KQ,한국컴퓨터,코스닥
048470.KQ,대동스틸,코스닥
042500.KQ,링네트,코스닥
040350.KQ,크레오에스지,코스닥
054300.KQ,팬스타엔터프라이즈,코스닥
047080.KQ,한빛소프트,코스닥
020760.KS,일진디스플,유가
060250.KQ,NHN KCP,코스닥
056730.KQ,CNT85,코스닥
053260.KQ,금강철강,코스닥
060240.KQ,스타코링크,코스닥
041930.KQ,SY동아,코스닥
054220.KQ,비츠로시스,코스닥
014940.KQ,오리엔탈정공,코스닥
043590.KQ,웰킵스하이텍,코스닥
058470.KQ,리노공업,코스닥
045300.KQ,성우테크론,코스닥
056190.KQ,에스에프에이,코스닥
056700.KQ,신화인터텍,코스닥
054940.KQ,엑사이엔씨,코스닥
043370.KQ,피에이치에이,코스닥
063160.KS,종근당바이오,유가
054620.KQ,APS,코스닥
056360.KQ,코위버,코스닥
043260.KQ,성호전자,코스닥
051390.KQ,YW,코스닥
054540.KQ,삼영엠텍,코스닥
053350.KQ,이니텍,코스닥
056080.KQ,유진로봇,코스닥
044490.KQ,태웅,코스닥
053950.KQ,경남제약,코스닥
053700.KQ,삼보모터스,코스닥
054920.KQ,한컴위드,코스닥
041960.KQ,코미팜,코스닥
053160.KQ,프리엠스,코스닥
052400.KQ,코나아이,코스닥
054180.KQ,메디콕스,코스닥
043090.KQ,더테크놀로지,코스닥
049470.KQ,비트플래닛,코스닥
053050.KQ,지에스이,코스닥
054800.KQ,아이디스홀딩스,코스닥
047770.KQ,코데즈컴바인,코스닥
053800.KQ,안랩,코스닥
055550.KS,신한지주,유가
040300.KQ,YTN,코스닥
058820.KQ,CMG제약,코스닥
035900.KQ,JYP Ent.,코스닥
021320.KQ,KCC건설,코스닥
053060.KQ,세동,코스닥
053610.KQ,프로텍,코스닥
052790.KQ,액토즈소프트,코스닥
053450.KQ,세코닉스,코스닥
053030.KQ,바이넥스,코스닥
052420.KQ,오성첨단소재,코스닥
021240.KS,코웨이,유가
053620.KQ,태양,코스닥
052300.KQ,오션인더블유,코스닥
049520.KQ,유아이엘,코스닥
048910.KQ,대원미디어,코스닥
051980.KQ,중앙첨단소재,코스닥
058650.KS,세아홀딩스,유가
051500.KQ,CJ프레시웨이,코스닥
049120.KQ,파인디앤씨,코스닥
043360.KQ,디지아이,코스닥
052330.KQ,코텍,코스닥
052600.KQ,한네트,코스닥
052020.KQ,에스티큐브,코스닥
043220.KQ,티에스넥스젠,코스닥
051780.KQ,큐로홀딩스,코스닥
033790.KQ,피노,코스닥
051490.KQ,나라엠앤디,코스닥
038870.KQ,에코심플렉스,코스닥
045660.KQ,에이텍,코스닥
045390.KQ,대아티아이,코스닥
050110.KQ,캠시스,코스닥
052260.KQ,현대바이오랜드,코스닥
036540.KQ,SFA반도체,코스닥
051900.KS,LG생활건강,유가
051910.KS,LG화학,유가
047040.KS,대우건설,유가
047050.KS,포스코인터내셔널,유가
042660.KS,한화오션,유가
038500.KQ,삼표시멘트,코스닥
051630.KS,진양화학,유가
024850.KQ,HLB이노베이션,코스닥
048550.KQ,SM C&C,코스닥
049830.KQ,승일,코스닥
048770.KQ,TPC로보틱스,코스닥
049430.KQ,코메론,코스닥
044480.KQ,빌리언스,코스닥
046390.KQ,삼화네트웍스,코스닥
014620.KQ,성광벤드,코스닥
048430.KQ,유라테크,코스닥
017480.KQ,삼현철강,코스닥
049480.KQ,오픈베이스,코스닥
042510.KQ,라온시큐어,코스닥
036670.KQ,삼양케이씨아이,코스닥
039830.KQ,오로라,코스닥
036190.KQ,금화피에스시,코스닥
046070.KQ,코다코,코스닥
041830.KQ,인바디,코스닥
014570.KQ,고려제약,코스닥
045520.KQ,크린앤사이언스,코스닥
044180.KQ,KD,코스닥
044960.KQ,이글벳,코스닥
032080.KQ,아즈텍WB,코스닥
034020.KS,두산에너빌리티,유가
010470.KQ,오리콤,코스닥
044340.KQ,위닉스,코스닥
042940.KQ,상지건설,코스닥
010040.KS,한국내화,유가
048830.KQ,엔피케이,코스닥
000250.KQ,삼천당제약,코스닥
044780.KQ,에이치케이,코스닥
045510.KQ,정원엔시스,코스닥
045100.KQ,한양이엔지,코스닥
040160.KQ,누리플렉스,코스닥
043340.KQ,에쎈테크,코스닥
043650.KQ,국순당,코스닥
037950.KQ,엘컴텍,코스닥
039030.KQ,이오테크닉스,코스닥
038540.KQ,상상인,코스닥
018680.KQ,서울제약,코스닥
046210.KQ,HLB파나진,코스닥
039860.KQ,나노엔텍,코스닥
045060.KQ,오공,코스닥
043100.KQ,알파AI,코스닥
042370.KQ,비츠로테크,코스닥
045970.KQ,코아시아,코스닥
040420.KQ,정상제이엘에스,코스닥
007370.KQ,진양제약,코스닥
043610.KQ,KT지니뮤직,코스닥
036890.KQ,진성티이씨,코스닥
039010.KQ,현대에이치티,코스닥
009300.KQ,삼아제약,코스닥
043200.KQ,파루,코스닥
042110.KQ,에스씨디,코스닥
039740.KQ,한국정보공학,코스닥
039840.KQ,디오,코스닥
042420.KQ,네오위즈홀딩스,코스닥
039560.KQ,다산네트웍스,코스닥
038460.KQ,바이오스마트,코스닥
032820.KQ,우리기술,코스닥
001540.KQ,안국약품,코스닥
039310.KQ,세중,코스닥
041190.KQ,우리기술투자,코스닥
038530.KQ,케이바이오랩스,코스닥
036640.KQ,HRS,코스닥
031330.KQ,에스에이엠티,코스닥
038620.KQ,위즈코프,코스닥
039020.KQ,이건홀딩스,코스닥
038950.KQ,파인디지털,코스닥
036800.KQ,나이스정보통신,코스닥
040610.KQ,SG&G,코스닥
038880.KQ,아이에이,코스닥
038680.KQ,에스넷,코스닥
041510.KQ,에스엠,코스닥
010280.KQ,아이티센엔텍,코스닥
037760.KQ,쎄니트,코스닥
036480.KQ,대성미생물,코스닥
038110.KQ,에코플라스틱,코스닥
032500.KQ,케이엠더블유,코스닥
039610.KQ,화성밸브,코스닥
039240.KQ,경남스틸,코스닥
038290.KQ,마크로젠,코스닥
037440.KQ,희림,코스닥
038390.KQ,레드캡투어,코스닥
036830.KQ,솔브레인홀딩스,코스닥
036810.KQ,에프에스티,코스닥
036690.KQ,코맥스,코스닥
037370.KQ,EG,코스닥
036620.KQ,감성코퍼레이션,코스닥
037350.KQ,성도이엔지,코스닥
038010.KQ,제일테크노스,코스닥
016450.KS,한세예스24홀딩스,유가
001810.KQ,무림SP,코스닥
036630.KQ,세종텔레콤,코스닥
036710.KQ,심텍홀딩스,코스닥
037070.KQ,파세코,코스닥
036560.KQ,KZ정밀,코스닥
016250.KQ,SGC E&C,코스닥
035890.KQ,서희건설,코스닥
036930.KQ,주성엔지니어링,코스닥
036030.KQ,케이티알파,코스닥
016710.KS,대성홀딩스,유가
032190.KQ,다우데이타,코스닥
005290.KQ,동진쎄미켐,코스닥
003100.KQ,선광,코스닥
036170.KQ,에이치엠넥스,코스닥
026040.KQ,제이에스티나,코스닥
037230.KQ,한국팩키지,코스닥
037460.KQ,삼지전자,코스닥
037400.KQ,우리엔터프라이즈,코스닥
003220.KS,대원제약,유가
036460.KS,한국가스공사,유가
033640.KQ,네패스,코스닥
037330.KQ,인지디스플레,코스닥
036090.KQ,위지트,코스닥
036200.KQ,유니셈,코스닥
024800.KQ,유성티엔에스,코스닥
027050.KQ,코리아나,코스닥
035290.KQ,골드앤에스,코스닥
036120.KQ,서울평가정보,코스닥
027040.KQ,서울전자통신,코스닥
027830.KQ,대성창투,코스닥
036000.KQ,예림당,코스닥
007120.KS,미래아이앤지,유가
035760.KQ,CJ ENM,코스닥
035810.KQ,이지홀딩스,코스닥
035460.KQ,기산텔레콤,코스닥
000850.KS,화천기공,유가
036580.KS,팜스코,유가
033780.KS,케이티앤지,유가
009540.KS,HD한국조선해양,유가
024090.KS,디씨엠,유가
035620.KQ,바른손이앤에이,코스닥
035610.KQ,솔본,코스닥
020710.KQ,시공테크,코스닥
012790.KQ,신일제약,코스닥
034940.KQ,조아제약,코스닥
006840.KS,AK홀딩스,유가
035000.KS,HS애드,유가
006650.KS,대한유화,유가
035150.KS,백산,유가
033250.KS,체시스,유가
033230.KQ,인성정보,코스닥
035080.KQ,그래디언트,코스닥
005160.KQ,동국산업,코스닥
005990.KQ,매일홀딩스,코스닥
034810.KQ,해성산업,코스닥
033240.KS,자화전자,유가
030200.KS,케이티,유가
019490.KS,엑시큐어하이트론,유가
030000.KS,제일기획,유가
025770.KQ,한국정보통신,코스닥
033540.KQ,파라텍,코스닥
033500.KQ,동성화인텍,코스닥
026890.KS,스틱인베스트먼트,유가
029460.KS,케이씨,유가
030350.KQ,드래곤플라이,코스닥
033160.KQ,엠케이전자,코스닥
033310.KQ,엠투엔,코스닥
033320.KQ,제이씨현시스템,코스닥
009520.KQ,포스코엠텍,코스닥
013810.KQ,스페코,코스닥
033340.KQ,좋은사람들,코스닥
024890.KS,대원화성,유가
033290.KQ,로젠,코스닥
033200.KQ,모아텍,코스닥
015710.KQ,코콤,코스닥
017940.KS,E1,유가
018670.KS,SK가스,유가
023590.KS,다우기술,유가
014440.KS,영보화학,유가
033100.KQ,제룡전기,코스닥
033050.KQ,제이엠아이,코스닥
033130.KQ,디지틀조선,코스닥
032980.KQ,바이온,코스닥
019210.KQ,와이지-원,코스닥
026150.KQ,특수건설,코스닥
031310.KQ,아이즈비전,코스닥
011790.KS,SKC,유가
032960.KQ,동일기연,코스닥
032680.KQ,소프트센,코스닥
032940.KQ,원익,코스닥
008290.KQ,원풍물산,코스닥
025890.KS,한국주강,유가
032750.KQ,삼진,코스닥
032860.KQ,더라미,코스닥
032850.KQ,비트컴퓨터,코스닥
032790.KQ,엠젠솔루션,코스닥
032800.KQ,판타지오,코스닥
024900.KS,디와이덕양,유가
023960.KS,에쓰씨엔지니어링,유가
023800.KS,인지컨트롤스,유가
032620.KQ,GC메디아이,코스닥
032580.KQ,피델릭스,코스닥
032540.KQ,TJ미디어,코스닥
028080.KQ,휴맥스홀딩스,코스닥
032280.KQ,삼일,코스닥
012320.KS,경동인베스트,유가
012340.KQ,뉴인텍,코스닥
031820.KS,아이티센씨티에스,유가
025530.KS,에스제이엠홀딩스,유가
031510.KQ,오스템,코스닥
031860.KQ,디에이치엑스컴퍼니,코스닥
031980.KQ,피에스케이홀딩스,코스닥
000660.KS,SK하이닉스,유가
015360.KS,INVENI,유가
023150.KS,MH에탄올,유가
023450.KS,동남합성,유가
028050.KS,삼성E&A,유가
029530.KS,신도리코,유가
005320.KS,온타이드,유가
016800.KS,퍼시스,유가
011560.KQ,세보엠이씨,코스닥
024740.KQ,한일단조,코스닥
024070.KS,WISCOM,유가
030720.KS,동원수산,유가
025560.KS,미래산업,유가
030210.KS,다올투자증권,유가
030960.KQ,양지사,코스닥
012630.KS,HDC,유가
017900.KS,광전자,유가
025540.KS,한국단자공업,유가
030530.KQ,원익홀딩스,코스닥
030520.KQ,한글과컴퓨터,코스닥
021880.KQ,메이슨캐피탈,코스닥
029480.KQ,광무,코스닥
021040.KQ,대호특수강,코스닥
003160.KS,디아이,유가
011930.KS,신성이엔지,유가
019180.KS,티에이치엔,유가
018880.KS,한온시스템,유가
028300.KQ,HLB,코스닥
027710.KQ,팜스토리,코스닥
006740.KS,블루산업개발,유가
021820.KS,세원정공,유가
000910.KS,유니온,유가
